SnapNo,Mgas,Mstar,SFR
127,180402040000.0,97322844000.0,8.579825
126,181462040000.0,96525296000.0,8.687123
125,183374680000.0,96022940000.0,7.5074377
124,186890240000.0,95371820000.0,8.875454
123,189444900000.0,94880410000.0,7.7241387
122,192322540000.0,94326170000.0,8.381238
121,194411400000.0,93571056000.0,11.056836
120,193369200000.0,92552040000.0,11.416181
119,195742530000.0,91413185000.0,13.796487
118,201341630000.0,89514010000.0,19.901552
117,206082500000.0,87752180000.0,18.667095
116,206938230000.0,78448260000.0,12.995505
115,207787980000.0,76594520000.0,10.813248
114,209817650000.0,75421010000.0,15.689892
113,210881950000.0,69998460000.0,9.3164215
112,207114500000.0,67548983000.0,7.7907834
111,206273890000.0,66430943000.0,7.302852
110,209818830000.0,65971405000.0,6.8423257
109,209410790000.0,65537364000.0,7.7950974
108,207604140000.0,64821000000.0,9.089995
107,201016600000.0,64137585000.0,10.970992
106,194828730000.0,63453983000.0,11.234887
105,190998700000.0,62508420000.0,10.297371
104,187675700000.0,61603447000.0,9.189326
103,192375000000.0,60920664000.0,12.2095995
102,198216760000.0,60320150000.0,16.3316
101,193676590000.0,57774370000.0,15.446955
100,184051830000.0,55720526000.0,19.160036
99,184129180000.0,54050710000.0,16.246304
98,180696630000.0,52501484000.0,15.783966
97,179088310000.0,51198042000.0,13.722099
96,176018260000.0,49923944000.0,13.159565
95,177318610000.0,48351896000.0,17.266369
94,177860870000.0,46627850000.0,20.321539
93,177718350000.0,43896934000.0,18.77607
92,171207330000.0,40318220000.0,20.953018
91,168209290000.0,37478700000.0,12.9572
90,162324840000.0,35602340000.0,7.9281983
89,153979000000.0,34906268000.0,11.756864
88,150515600000.0,33116856000.0,17.058046
87,154555420000.0,33720971000.0,19.484924
86,148117880000.0,29408872000.0,14.5126705
85,151035610000.0,28250800000.0,15.293643
84,145185360000.0,26639667000.0,10.138818
83,127956400000.0,25369285000.0,9.688506
82,120229750000.0,24471150000.0,9.492382
81,115047780000.0,23837204000.0,7.551605
80,114121290000.0,23166181000.0,10.113491
79,113557774000.0,22367445000.0,9.905772
78,112091820000.0,21440680000.0,11.537863
77,110192420000.0,20196088000.0,13.89323
76,110613010000.0,18761957000.0,34.170143
75,110603710000.0,14799550000.0,18.88325
74,113347250000.0,11483556000.0,10.655428
73,105436635000.0,9755651000.0,6.282326
72,98496950000.0,8919757000.0,6.495917
71,94169190000.0,8224556500.0,4.958606
70,89339970000.0,7788583400.0,4.5524597
69,83567215000.0,7303146000.0,5.5045543
68,81354105000.0,6799871500.0,7.827274
67,73825580000.0,5908142600.0,5.827111
66,68421240000.0,5117852000.0,3.9718337
65,60261147000.0,4253759500.0,5.2927136
64,56559560000.0,3664565500.0,6.820467
63,22172873000.0,2506788000.0,1.220037
62,22573945000.0,2406003700.0,1.5087292
61,23691782000.0,2243684400.0,2.115238
60,24849908000.0,2025820300.0,2.5270085
59,26016408000.0,1744718800.0,2.6458397
58,0.0,0.0,0.0
57,0.0,0.0,0.0
56,0.0,0.0,0.0
55,0.0,0.0,0.0
54,0.0,0.0,0.0
53,0.0,0.0,0.0
52,0.0,0.0,0.0
51,0.0,0.0,0.0
50,0.0,0.0,0.0
