SnapNo,Mgas,Mstar,SFR
127,134413180000.0,54346945000.0,8.328347
126,136210915000.0,53471834000.0,7.7174673
125,136563810000.0,52968686000.0,6.977061
124,133609890000.0,52323066000.0,6.6162314
123,133301490000.0,51893744000.0,7.234375
122,133787000000.0,51143414000.0,8.226057
121,134338700000.0,50269606000.0,8.445455
120,134909740000.0,49681584000.0,8.469584
119,135531545000.0,48676930000.0,10.828741
118,136733400000.0,47443620000.0,10.265773
117,137131300000.0,46520450000.0,10.439567
116,136609410000.0,45003710000.0,9.590305
115,135330660000.0,43657896000.0,9.008925
114,135462660000.0,43420578000.0,9.178726
113,133875974000.0,41264316000.0,7.682047
112,134078530000.0,40354090000.0,6.889574
111,134459400000.0,39962354000.0,5.452276
110,133943580000.0,39063933000.0,6.3845286
109,134786015000.0,39328977000.0,7.860275
108,131482714000.0,37472850000.0,5.638623
107,129305460000.0,36956180000.0,6.169409
106,129183070000.0,36396397000.0,7.2508664
105,129817780000.0,35747690000.0,8.210457
104,130277240000.0,34961207000.0,9.460698
103,131740320000.0,34156956000.0,7.93977
102,132522030000.0,33451385000.0,7.9436526
101,133001330000.0,32852951000.0,8.505228
100,128212130000.0,32056558000.0,8.02545
99,125638320000.0,31337450000.0,7.2284346
98,124921530000.0,30454958000.0,8.670956
97,122948890000.0,26791625000.0,7.962515
96,122330320000.0,25685893000.0,10.608838
95,116708140000.0,24083474000.0,9.681268
94,112912340000.0,22920385000.0,11.821618
93,109658590000.0,21192106000.0,11.723832
92,107806240000.0,19906888000.0,7.8255215
91,107889270000.0,19121720000.0,7.5116224
90,104120750000.0,18274773000.0,7.2519555
89,102663580000.0,17733128000.0,5.818933
88,98300445000.0,17084248000.0,7.616996
87,95994480000.0,16556037000.0,7.309636
86,93238400000.0,15708239000.0,10.002078
85,92342820000.0,14681915000.0,9.050501
84,89519100000.0,14042604000.0,7.2436247
83,83926520000.0,13311239000.0,5.5936837
82,82001040000.0,12713735000.0,5.97058
81,76816100000.0,12136821000.0,5.413599
80,72296790000.0,11599302000.0,5.742346
79,67737326000.0,10998961000.0,6.6363463
78,63150220000.0,10469574000.0,5.645505
77,60057264000.0,9857919000.0,5.459409
76,57724560000.0,9415023000.0,5.040335
75,54516070000.0,9031046000.0,4.355383
74,51147270000.0,8572011000.0,3.8865802
73,47818633000.0,8210285600.0,3.375934
72,45847290000.0,7959030000.0,3.946218
71,44686050000.0,7609646000.0,3.7929213
70,44091322000.0,7233394700.0,3.4578927
69,43096970000.0,6841762300.0,3.0135207
68,42908324000.0,6644788000.0,2.6484404
67,42807386000.0,6313118700.0,3.5741215
66,42111885000.0,5976419000.0,4.936572
65,40740790000.0,5510917600.0,4.3849063
64,38977140000.0,5172774400.0,3.1927845
63,35907314000.0,4957309400.0,1.9074634
62,34940494000.0,4823786000.0,2.181704
61,34073006000.0,4655261700.0,2.0099003
60,32753486000.0,4430469000.0,3.488911
59,32942800000.0,4011859200.0,5.854203
58,33156897000.0,3242923800.0,4.707158
57,28516262000.0,2771367000.0,1.6953633
56,21479905000.0,2616393500.0,1.2160671
55,19857590000.0,2548902100.0,1.570794
54,18376372000.0,2416985900.0,1.7297772
53,14168515000.0,2263605200.0,2.5878587
52,13890011000.0,1991809500.0,2.5972188
51,13655959000.0,1746135900.0,3.3427124
50,13602339000.0,1527767400.0,2.3452022
