SnapNo,Mgas,Mstar,SFR
50,16369123000.0,1115979500.0,2.2201033
51,19899280000.0,1324515300.0,2.0812778
52,21817903000.0,1722765300.0,3.587613
53,22223796000.0,2175986200.0,3.8551512
54,21805857000.0,2625507800.0,4.6118574
55,22524502000.0,3016905000.0,3.4340756
56,23350831000.0,3253396000.0,2.2842076
57,26048535000.0,3437273000.0,2.0424647
58,30625403000.0,3649572400.0,1.9460663
59,32969996000.0,3873170700.0,2.6215186
60,39838015000.0,4126831400.0,2.179678
61,46839600000.0,4364524000.0,2.411623
62,57723494000.0,4693939000.0,3.0047698
63,67445950000.0,5476734000.0,5.2511935
64,72000520000.0,6284604400.0,9.486996
65,75354560000.0,7548346000.0,9.707165
66,77387290000.0,8823116000.0,10.536212
67,77203950000.0,9638327000.0,6.759911
68,78639470000.0,10420044000.0,7.2641773
69,79255720000.0,11144492000.0,9.675694
70,79755670000.0,12286818000.0,9.920689
71,81392400000.0,12982398000.0,6.600055
72,82160110000.0,13496762000.0,6.327753
73,84921370000.0,14201769000.0,8.120778
74,86010560000.0,15468266000.0,11.620665
75,86446890000.0,16397000000.0,9.950079
76,85777820000.0,17435906000.0,12.421875
77,86722530000.0,18416478000.0,9.520231
78,88115585000.0,19340067000.0,9.298123
79,87709010000.0,20104362000.0,8.976414
80,88052190000.0,21085473000.0,11.861726
81,87640280000.0,22375709000.0,13.298516
82,87699644000.0,23686162000.0,13.569217
83,88916830000.0,24876968000.0,13.109922
84,88054450000.0,26077878000.0,10.479704
85,87269730000.0,26873584000.0,12.542985
86,86847510000.0,27899260000.0,10.130011
87,86361810000.0,28946160000.0,9.438706
88,85493630000.0,29747917000.0,11.997542
89,84603790000.0,30724684000.0,9.524225
90,83505360000.0,31489660000.0,9.966237
91,82018740000.0,32655675000.0,11.08739
92,82008390000.0,33466468000.0,10.26104
93,82110145000.0,34274908000.0,7.48629
94,83703880000.0,34699547000.0,6.587107
95,83818190000.0,35164900000.0,7.229156
96,84094950000.0,35745116000.0,8.017951
97,84454690000.0,36797088000.0,10.944949
98,83862360000.0,37878590000.0,11.239508
99,84670210000.0,38792335000.0,9.899887
100,85014675000.0,39629180000.0,9.904586
101,85015920000.0,40560673000.0,9.782035
102,85018750000.0,41456260000.0,10.368838
103,84899370000.0,42461356000.0,10.783314
104,84765770000.0,43318485000.0,9.073714
105,84420920000.0,44020564000.0,8.974715
106,84278420000.0,44720930000.0,8.474518
107,83806610000.0,45461890000.0,8.379746
108,83395690000.0,46289520000.0,10.08369
109,81682874000.0,47273103000.0,10.753699
110,81422975000.0,47916940000.0,9.21209
111,81498140000.0,48786833000.0,8.997969
112,80506410000.0,49650102000.0,8.380259
113,80454040000.0,50448600000.0,8.598548
114,80645250000.0,51082860000.0,6.2408075
115,81112730000.0,51412746000.0,5.6532373
116,80740450000.0,51957862000.0,7.2828264
117,79467900000.0,52729170000.0,8.304056
118,78528800000.0,53273395000.0,8.208802
119,77998620000.0,54065900000.0,8.248844
120,77778080000.0,54792315000.0,7.065441
121,77651220000.0,55235764000.0,7.0248995
122,78530680000.0,55799090000.0,6.1891327
123,78544010000.0,56342938000.0,6.139606
124,77937620000.0,56745832000.0,6.714521
125,76984590000.0,57332300000.0,5.887622
126,76418210000.0,57664426000.0,5.2720885
127,75902960000.0,58039200000.0,4.8992953
