SnapNo,Mgas,Mstar,SFR
50,16686890000.0,2619818500.0,3.7318912
51,15576796000.0,2927257900.0,3.5627658
52,15602167000.0,3155384300.0,2.9953442
53,15939082000.0,3369054000.0,2.4060612
54,17478660000.0,3618007300.0,2.7730498
55,22964482000.0,3877078000.0,2.6128325
56,33590862000.0,4496126000.0,4.339798
57,36591346000.0,5252888600.0,10.164085
58,42219905000.0,6052839400.0,5.77669
59,46879003000.0,7638923000.0,6.785305
60,48278417000.0,8392532500.0,6.066911
61,51247542000.0,8879917000.0,5.8014674
62,57253990000.0,9366348000.0,5.539038
63,65073850000.0,9931209000.0,7.8521824
64,87762460000.0,10995006000.0,10.29057
65,98448440000.0,12268275000.0,11.544146
66,103217996000.0,13312003000.0,10.689507
67,107595375000.0,14191364000.0,10.269582
68,128130000000.0,15706450000.0,13.632911
69,142171680000.0,16906271000.0,13.30971
70,153201500000.0,18642086000.0,13.296639
71,157063410000.0,20253415000.0,18.383507
72,163178860000.0,22144390000.0,17.34057
73,176163300000.0,24879804000.0,17.990658
74,174907310000.0,25359196000.0,13.664233
75,184107250000.0,27254585000.0,12.739727
76,187410300000.0,27976124000.0,11.904243
77,189820900000.0,29236080000.0,14.6479225
78,199160460000.0,32724130000.0,20.877909
79,202095350000.0,34808693000.0,23.281866
80,202863870000.0,37527966000.0,23.833807
81,205049270000.0,40033665000.0,23.625626
82,207989850000.0,42453670000.0,20.16058
83,204340690000.0,44299360000.0,17.63954
84,200285000000.0,45900740000.0,17.347063
85,194218070000.0,47118316000.0,19.332209
86,189185600000.0,48958595000.0,16.959364
87,186370720000.0,50230415000.0,13.5526495
88,184712360000.0,51057377000.0,13.162032
89,181919650000.0,52147606000.0,12.132649
90,180761230000.0,52953480000.0,11.536459
91,179649510000.0,54024910000.0,11.2376585
92,177586980000.0,54748670000.0,10.836816
93,176108880000.0,55805243000.0,10.465069
94,179302040000.0,56790480000.0,11.628989
95,179949240000.0,58140990000.0,12.466803
96,179780450000.0,59359244000.0,12.398948
97,178635210000.0,60326584000.0,11.909164
98,177806230000.0,61290197000.0,12.366294
99,178810850000.0,62688227000.0,12.85592
100,178788810000.0,63664636000.0,10.368228
101,178900420000.0,64480928000.0,10.895096
102,181946530000.0,66371404000.0,11.451379
103,182938340000.0,67749370000.0,10.889687
104,183869160000.0,69013060000.0,12.188879
105,182406760000.0,70254354000.0,9.667083
106,186961990000.0,71652024000.0,10.322895
107,189362520000.0,72659710000.0,12.592457
108,190764270000.0,75296280000.0,13.176559
109,189521970000.0,76359820000.0,10.082458
110,189346680000.0,77074194000.0,9.763565
111,188460240000.0,77759594000.0,8.095623
112,188363240000.0,78320070000.0,7.072534
113,187694070000.0,78839660000.0,6.937178
114,185894450000.0,79471460000.0,7.2846446
115,185020800000.0,79883805000.0,7.176305
116,184971670000.0,80447790000.0,6.6407385
117,185298710000.0,80960774000.0,5.937239
118,188686680000.0,81315815000.0,6.4592566
119,190716640000.0,82018580000.0,7.9980197
120,194266420000.0,82808510000.0,8.223477
121,196733270000.0,83343606000.0,7.740027
122,198111020000.0,84108620000.0,8.287562
123,201025980000.0,84865065000.0,7.909839
124,201786560000.0,85349780000.0,7.8547163
125,182544300000.0,86086810000.0,7.3876257
126,186837090000.0,86593970000.0,7.55655
127,180185530000.0,87252890000.0,7.1339035
