SnapNo,Mgas,Mstar,SFR
50,7282714600.0,187025440.0,0.67258286
51,9301896000.0,278210800.0,0.9561535
52,11885562000.0,372132930.0,1.0612806
53,14183778000.0,528188930.0,1.2931867
54,16020105000.0,692543170.0,1.4645734
55,18141334000.0,838220300.0,1.4422088
56,20194286000.0,977819900.0,1.6234698
57,22795330000.0,1335465700.0,2.0312736
58,22817012000.0,1569905700.0,2.516621
59,23732586000.0,1838240000.0,2.4634435
60,23349375000.0,2027398300.0,1.6553239
61,23904168000.0,2182409500.0,1.780407
62,24355344000.0,2392844000.0,1.7143562
63,63561343000.0,3315399400.0,4.9957705
64,64928866000.0,4942698000.0,8.067069
65,58958483000.0,4787844000.0,4.6359315
66,58434195000.0,4737917000.0,2.0273104
67,59968307000.0,5095850500.0,1.6485115
68,74675980000.0,5964636000.0,1.8860294
69,82548780000.0,8258989000.0,5.815329
70,90229030000.0,8921743000.0,8.745276
71,96890855000.0,10383383000.0,8.6980915
72,100906205000.0,11613896000.0,11.398707
73,104594130000.0,12328015000.0,8.708371
74,113910360000.0,13380333000.0,7.551966
75,124029150000.0,14757729000.0,8.50451
76,130672560000.0,18314867000.0,17.75622
77,131386204000.0,20036557000.0,16.003466
78,134532930000.0,21355882000.0,16.54847
79,137383174000.0,23408361000.0,12.273108
80,148520530000.0,28896035000.0,16.140413
81,151903450000.0,30823959000.0,21.214615
82,152946560000.0,32263967000.0,14.113929
83,154184480000.0,33350992000.0,13.759656
84,156783310000.0,34361094000.0,11.354281
85,156199600000.0,34989860000.0,11.236224
86,159747600000.0,36045460000.0,11.584806
87,163183280000.0,37232820000.0,13.778345
88,166310850000.0,38528262000.0,16.683868
89,173047510000.0,39943990000.0,12.330593
90,177537760000.0,40692994000.0,9.304212
91,181058190000.0,41920730000.0,10.36303
92,181419790000.0,42623250000.0,11.613735
93,183982130000.0,43937513000.0,11.065041
94,184388780000.0,44669133000.0,8.0171795
95,187844720000.0,45257850000.0,9.523381
96,190865650000.0,46125580000.0,9.251911
97,194192560000.0,48754885000.0,13.310154
98,191891950000.0,49430286000.0,13.670653
99,190877090000.0,50459214000.0,14.058229
100,192852980000.0,52312728000.0,12.964393
101,193780730000.0,55807197000.0,12.83859
102,195584870000.0,58070802000.0,14.502416
103,198437810000.0,62208266000.0,14.030296
104,198742820000.0,63601558000.0,14.162323
105,194753990000.0,64702616000.0,12.188176
106,197633230000.0,65604920000.0,10.294646
107,197926440000.0,66402270000.0,8.822048
108,199345570000.0,67180716000.0,9.285823
109,199186000000.0,67972284000.0,8.5394
110,200407600000.0,68409856000.0,7.6690884
111,198191370000.0,69200360000.0,9.836833
112,199438910000.0,70608490000.0,13.656793
113,197409500000.0,71824605000.0,12.998847
114,196169560000.0,73048670000.0,12.506655
115,195723300000.0,73907880000.0,13.4818325
116,194102400000.0,75192360000.0,11.834349
117,192099100000.0,76130910000.0,9.467044
118,193002680000.0,76770090000.0,8.711199
119,192930480000.0,77512475000.0,8.682405
120,190107270000.0,78234170000.0,7.558526
121,189581330000.0,78649975000.0,7.8454247
122,188235810000.0,79319100000.0,7.6951575
123,185881600000.0,80035400000.0,8.548721
124,185824840000.0,80573240000.0,7.9394703
125,186347470000.0,81339140000.0,6.878883
126,187959430000.0,82121000000.0,7.444211
127,195443500000.0,83420210000.0,7.999963
