SnapNo,Mgas,Mstar,SFR
50,9364558000.0,833583300.0,0.9521687
51,10819789000.0,920454100.0,1.2435257
52,11913660000.0,1038200260.0,1.3257384
53,13459491000.0,1193925600.0,1.5475835
54,13703813000.0,1302672900.0,1.0403572
55,14267655000.0,1436822400.0,1.5479679
56,17226664000.0,1605190800.0,1.4307224
57,18846759000.0,1741308300.0,1.4458412
58,22553481000.0,1868262100.0,0.9408435
59,27467444000.0,2024789000.0,1.1309644
60,32771594000.0,2373753000.0,2.101639
61,37787840000.0,3234055700.0,3.537855
62,42576420000.0,3357841000.0,2.3853934
63,50633930000.0,4364539400.0,3.9177935
64,53877950000.0,4889697000.0,5.4644485
65,57850483000.0,5390282000.0,5.3381877
66,59942806000.0,5978693000.0,5.7704215
67,60687650000.0,6508067000.0,5.6487665
68,58330186000.0,7098702300.0,5.895858
69,59595490000.0,7533414000.0,4.5254602
70,58725356000.0,8026495000.0,5.878041
71,59762130000.0,8515172000.0,5.347404
72,58711683000.0,9128116000.0,7.2173014
73,59866776000.0,9639964000.0,7.0528703
74,61913370000.0,10340886000.0,7.0483303
75,65276020000.0,10806207000.0,4.3866696
76,67028378000.0,11084689000.0,4.4873047
77,70563930000.0,11394953000.0,4.0237503
78,77965795000.0,11756769000.0,3.877366
79,84377020000.0,12108110000.0,4.675908
80,90314390000.0,12714824000.0,6.176095
81,95972510000.0,13382629000.0,5.9402823
82,102166670000.0,14068767000.0,7.0936503
83,109931454000.0,15067592000.0,8.620096
84,115559640000.0,16887984000.0,18.040873
85,117798520000.0,18971160000.0,15.852611
86,116680570000.0,20293601000.0,10.901212
87,116101540000.0,21662155000.0,9.129284
88,115791780000.0,22245170000.0,8.985567
89,112123970000.0,23196563000.0,8.076135
90,112734410000.0,23659900000.0,6.3428783
91,110718200000.0,24527397000.0,8.363985
92,110821605000.0,26573898000.0,11.856016
93,108736600000.0,27484900000.0,11.374008
94,106910570000.0,29629487000.0,12.995524
95,105819890000.0,30772310000.0,10.377134
96,107429510000.0,31504806000.0,8.729505
97,112600760000.0,33672320000.0,14.961853
98,109673000000.0,35026235000.0,14.882057
99,110540140000.0,36128540000.0,11.407839
100,110090330000.0,37289198000.0,11.985968
101,109826080000.0,38416028000.0,9.269121
102,111266710000.0,39005487000.0,7.4846644
103,112308620000.0,39584575000.0,8.21105
104,113842670000.0,40365220000.0,9.114726
105,116550700000.0,41453253000.0,10.435945
106,118542190000.0,42215154000.0,9.136398
107,119538240000.0,43261555000.0,11.812849
108,120916790000.0,44564787000.0,13.9915695
109,121604850000.0,46007853000.0,12.92476
110,122891560000.0,46785094000.0,11.024877
111,124298000000.0,47935570000.0,11.55771
112,125230240000.0,49040020000.0,9.981096
113,125546650000.0,49941484000.0,10.649532
114,125436680000.0,51191410000.0,12.3494215
115,126338310000.0,51965403000.0,11.483222
116,126880690000.0,53187723000.0,12.026997
117,129373364000.0,54543700000.0,10.3087015
118,127926420000.0,55669117000.0,14.703473
119,129837064000.0,57131870000.0,11.944935
120,131598480000.0,58713354000.0,12.819736
121,130894440000.0,59651120000.0,12.3655
122,131987415000.0,61013750000.0,14.157778
123,131901690000.0,62579306000.0,14.669318
124,132609070000.0,63854416000.0,12.444963
125,133766750000.0,65220846000.0,13.159556
126,133485950000.0,66284585000.0,12.286486
127,131908460000.0,67547170000.0,10.682805
