SnapNo,Mgas,Mstar,SFR
50,5321058000.0,414759040.0,0.42026782
51,10372422000.0,528650100.0,1.5772432
52,10001572000.0,662240500.0,1.4721274
53,9680254000.0,781071550.0,0.96934783
54,9282012000.0,871103740.0,1.0047072
55,9096957000.0,974375550.0,0.9508417
56,9881303000.0,1044817540.0,0.7359818
57,10853446000.0,1098240500.0,0.8023012
58,12796722000.0,1205004800.0,0.82777137
59,20979952000.0,1332384800.0,0.8288957
60,25788561000.0,1432357800.0,0.5271759
61,31336155000.0,1546964200.0,0.5482976
62,38872056000.0,1666722400.0,0.6243749
63,50812006000.0,1850679700.0,3.49069
64,56188985000.0,3464092200.0,6.5133295
65,63567900000.0,5331395600.0,13.580486
66,59871960000.0,6829874000.0,7.7139053
67,63543580000.0,7160029700.0,3.4077578
68,68533040000.0,8998377000.0,6.1435204
69,71569730000.0,9430420000.0,7.3098307
70,71418450000.0,10834384000.0,9.361694
71,71157770000.0,11488632000.0,7.693491
72,71244720000.0,12198683000.0,5.1548066
73,70351290000.0,12543033000.0,5.801172
74,69061370000.0,13156538000.0,6.6867766
75,68763180000.0,13853804000.0,5.9259496
76,68789050000.0,14336218000.0,4.944853
77,68568162000.0,14649921000.0,4.814542
78,68390322000.0,15133511000.0,4.372707
79,68857420000.0,15571900000.0,6.0322776
80,69214560000.0,16236854000.0,8.551221
81,69375870000.0,17021545000.0,9.56853
82,69911830000.0,17840517000.0,7.553951
83,70716700000.0,18538498000.0,7.1225915
84,72125120000.0,19230337000.0,7.580888
85,72649790000.0,19805692000.0,7.9822917
86,73301160000.0,20567171000.0,8.277634
87,73746910000.0,21398684000.0,7.471302
88,75990606000.0,21907542000.0,7.0620685
89,77259150000.0,22633968000.0,7.386878
90,77676840000.0,23361706000.0,9.184171
91,77402374000.0,24413884000.0,7.9392924
92,78364660000.0,24969873000.0,7.9173474
93,81887584000.0,25713179000.0,6.5815926
94,83797344000.0,26293776000.0,7.2922115
95,85731650000.0,26932447000.0,7.154983
96,87880150000.0,27487937000.0,7.1213
97,89171810000.0,28406176000.0,7.876751
98,90189610000.0,29154693000.0,9.21367
99,90269794000.0,30037699000.0,9.443031
100,90211210000.0,30835988000.0,8.571455
101,90035170000.0,31633009000.0,8.74742
102,94688710000.0,32479846000.0,7.487591
103,97112950000.0,33449120000.0,8.04133
104,98302360000.0,34140297000.0,8.25255
105,94361610000.0,34694046000.0,8.390215
106,92738994000.0,35548934000.0,8.351066
107,92113300000.0,36227777000.0,7.2346144
108,93340530000.0,36701987000.0,4.9768505
109,95552380000.0,37216084000.0,5.896061
110,96349990000.0,37532190000.0,5.653145
111,96851860000.0,38041040000.0,5.699049
112,97470130000.0,38492873000.0,5.2607646
113,98339635000.0,39050265000.0,5.581724
114,102206720000.0,41778635000.0,8.869153
115,102596660000.0,41277178000.0,6.397446
116,103982100000.0,42556834000.0,7.3328133
117,104261160000.0,43405574000.0,8.878
118,105113750000.0,44278534000.0,8.264851
119,105901834000.0,45255123000.0,8.037888
120,106081165000.0,46174917000.0,8.101453
121,110289840000.0,46733730000.0,7.885794
122,106707290000.0,47569703000.0,7.850435
123,110660780000.0,48301617000.0,6.806106
124,110733206000.0,48688968000.0,6.1747303
125,111293900000.0,49257370000.0,5.692571
126,111655840000.0,49579037000.0,4.7255664
127,111882930000.0,49995840000.0,4.6840396
