SnapNo,Mgas,Mstar,SFR
50,17252720000.0,2099522600.0,3.618059
51,17903573000.0,2374200000.0,2.624289
52,19109738000.0,2670161700.0,3.4437022
53,20479367000.0,2919817000.0,2.6461022
54,23008903000.0,3255290400.0,2.7148697
55,23978381000.0,3643028000.0,3.6115613
56,24234619000.0,3980527000.0,3.4059997
57,27472663000.0,4264792600.0,2.976473
58,37020893000.0,4530939000.0,2.375507
59,47937840000.0,5305709600.0,5.956807
60,52440805000.0,6032369000.0,7.9618793
61,52492317000.0,6747961300.0,6.8964515
62,61277807000.0,8628740000.0,7.3280087
63,62377370000.0,9158673000.0,6.707462
64,62890365000.0,10460165000.0,7.475092
65,64897188000.0,11165094000.0,7.561737
66,65102287000.0,11934673000.0,8.05085
67,65579553000.0,12490162000.0,6.901913
68,71505370000.0,13397891000.0,9.87871
69,55177355000.0,14346870000.0,10.626432
70,54697296000.0,15288973000.0,8.525668
71,53369713000.0,16070873000.0,9.303914
72,46955390000.0,16897337000.0,8.665054
73,45438173000.0,17434320000.0,6.810299
74,87608476000.0,18178402000.0,6.2626166
75,106923510000.0,19016948000.0,7.8825803
76,128317360000.0,19913423000.0,9.599194
77,159292650000.0,21296566000.0,10.215811
78,149767800000.0,22319282000.0,11.849076
79,154070250000.0,23461372000.0,11.795682
80,158283140000.0,24638601000.0,11.118429
81,140798920000.0,25076472000.0,8.913319
82,149023980000.0,26051318000.0,6.3185186
83,159077140000.0,26826420000.0,7.3051357
84,160771030000.0,27388709000.0,5.9544168
85,162783380000.0,28082035000.0,5.594421
86,163339550000.0,29446312000.0,8.877055
87,167750420000.0,32552139000.0,7.618326
88,166471350000.0,33333045000.0,8.231345
89,163773300000.0,34071540000.0,7.9844584
90,163715270000.0,36035863000.0,6.620412
91,172811710000.0,44013007000.0,8.992811
92,174523840000.0,45174860000.0,9.656531
93,182110340000.0,50606760000.0,14.41616
94,183087760000.0,52230960000.0,19.811495
95,181358260000.0,54175314000.0,21.465801
96,177820140000.0,55808377000.0,18.833544
97,179423720000.0,58052200000.0,16.419577
98,180560230000.0,59286340000.0,14.432546
99,179035210000.0,60344360000.0,12.907592
100,176482980000.0,61295825000.0,11.976954
101,176583640000.0,63662890000.0,13.329013
102,172501840000.0,63833720000.0,10.906228
103,171761800000.0,64950020000.0,11.989229
104,170720260000.0,66235780000.0,12.238683
105,170977530000.0,67887608000.0,13.785727
106,169391820000.0,69386790000.0,13.739422
107,167468900000.0,70928300000.0,13.955954
108,166565860000.0,72564880000.0,12.184085
109,166307200000.0,73747290000.0,12.043274
110,164744070000.0,74909290000.0,12.128391
111,162035920000.0,76163860000.0,9.488995
112,160783450000.0,77183810000.0,8.512804
113,158387100000.0,78341490000.0,10.738204
114,156920090000.0,79455450000.0,8.602728
115,157044520000.0,79847010000.0,7.183814
116,157861950000.0,80405130000.0,7.159518
117,158026380000.0,81002330000.0,7.713554
118,159077840000.0,81470420000.0,8.648347
119,159528550000.0,82214880000.0,8.147777
120,160696100000.0,82914190000.0,7.5687137
121,162391240000.0,83342565000.0,7.19477
122,164104390000.0,83980830000.0,7.43559
123,165903350000.0,84623884000.0,6.818911
124,167412600000.0,85017730000.0,6.570956
125,168655030000.0,85479860000.0,4.874393
126,168946070000.0,85700560000.0,4.386974
127,170890690000.0,86019555000.0,4.379742
