SnapNo,Mgas,Mstar,SFR
50,10953354000.0,936762940.0,1.6248987
51,20545940000.0,1773378200.0,6.358509
52,20043080000.0,2410162200.0,5.606702
53,21912254000.0,2823280400.0,3.6252227
54,24570446000.0,3142350000.0,3.9028904
55,28563188000.0,3581411800.0,4.301665
56,30890897000.0,4184725800.0,5.5540633
57,33672354000.0,4654015500.0,4.1894264
58,42503373000.0,4972289500.0,2.7169168
59,53433192000.0,5658626600.0,5.907769
60,56416670000.0,6847524000.0,11.254107
61,63288120000.0,8165310500.0,9.057003
62,73040230000.0,11530908000.0,9.234884
63,74804720000.0,12409090000.0,11.161726
64,82594790000.0,13287094000.0,7.405347
65,87167510000.0,13913360000.0,8.631577
66,91994810000.0,14781731000.0,10.341183
67,101300986000.0,15567826000.0,9.21522
68,116537840000.0,16774233000.0,12.539095
69,116725875000.0,18038608000.0,14.380328
70,113536420000.0,19294773000.0,12.297928
71,130670030000.0,20730798000.0,10.425887
72,153196540000.0,22200365000.0,12.978747
73,148378170000.0,23027888000.0,13.326564
74,170032190000.0,24718744000.0,12.562367
75,183827640000.0,26422977000.0,12.586979
76,190153600000.0,27923470000.0,9.99305
77,200251490000.0,29426010000.0,10.151068
78,210019430000.0,31448726000.0,12.517655
79,209129950000.0,33051503000.0,18.290728
80,208751310000.0,35715770000.0,24.370615
81,211546910000.0,38598734000.0,16.282314
82,216135290000.0,43820510000.0,14.967194
83,218161940000.0,48342120000.0,16.769163
84,213968190000.0,49860755000.0,20.16798
85,211381650000.0,51425325000.0,22.655327
86,207919150000.0,53754050000.0,22.828959
87,208130340000.0,56182256000.0,23.106424
88,205537870000.0,57810166000.0,21.15953
89,200347710000.0,60279350000.0,19.425732
90,199208090000.0,62234026000.0,23.402124
91,195477860000.0,65041334000.0,21.075602
92,192898840000.0,66881122000.0,21.16229
93,189746000000.0,69302580000.0,21.88055
94,187041300000.0,70885820000.0,17.960947
95,188426520000.0,72394250000.0,17.392887
96,188258270000.0,73726984000.0,16.400278
97,189313970000.0,75404760000.0,17.577862
98,189800370000.0,76796820000.0,15.541669
99,188859000000.0,78110090000.0,17.210737
100,187407170000.0,79449330000.0,17.228865
101,186667120000.0,80869740000.0,16.519169
102,184910220000.0,82502570000.0,18.89963
103,185048480000.0,84157570000.0,18.211304
104,184444850000.0,85610120000.0,14.840649
105,183864560000.0,87092300000.0,16.625578
106,184826820000.0,88472625000.0,16.092224
107,184980300000.0,90006050000.0,17.170683
108,184851780000.0,91728040000.0,18.083902
109,184213520000.0,93233550000.0,14.469061
110,184836060000.0,94061340000.0,13.911484
111,187370860000.0,95319350000.0,14.604891
112,188673230000.0,96761870000.0,17.226122
113,188157580000.0,98568370000.0,18.338104
114,189030190000.0,100182950000.0,16.054749
115,190066460000.0,101245340000.0,17.247095
116,190317840000.0,102938750000.0,16.069786
117,190210920000.0,104550010000.0,17.496794
118,190159300000.0,105686630000.0,15.422128
119,190675730000.0,107043135000.0,14.223616
120,191623170000.0,108239180000.0,13.7809105
121,191962100000.0,109061030000.0,13.508378
122,192298630000.0,110404750000.0,13.778744
123,195115340000.0,111873270000.0,13.705963
124,199069430000.0,112884050000.0,14.524008
125,203194830000.0,114241110000.0,11.86471
126,205608170000.0,114827340000.0,11.702088
127,209095250000.0,116107620000.0,12.529192
