SnapNo,Mgas,Mstar,SFR
50,11570582000.0,496893300.0,0.9436195
51,13003752000.0,613647300.0,1.4058266
52,14383512000.0,751307000.0,1.6315643
53,15619399000.0,920063550.0,1.455946
54,21630753000.0,1044940000.0,0.9514954
55,26087922000.0,1305214500.0,1.956693
56,30622372000.0,1745567400.0,4.271074
57,32429978000.0,2299771100.0,3.786453
58,36454543000.0,3002917400.0,5.789169
59,37735645000.0,3553675300.0,4.5104938
60,43288805000.0,3881205500.0,2.6263049
61,45276643000.0,4294938600.0,3.56845
62,46957474000.0,4579469300.0,3.780494
63,50131104000.0,4940844500.0,3.017879
64,51903700000.0,5257704400.0,3.5905719
65,52974477000.0,5685300000.0,4.3609657
66,54318326000.0,6448091000.0,6.078987
67,56485980000.0,6995619300.0,5.7947907
68,57997450000.0,7749015600.0,6.129844
69,60414060000.0,8172592600.0,4.2144217
70,66915750000.0,8673723000.0,3.9807281
71,75698080000.0,9246658000.0,4.42845
72,84719030000.0,12430503000.0,22.587746
73,82379020000.0,13791813000.0,13.339507
74,83049280000.0,14961762000.0,9.534772
75,85994750000.0,15899419000.0,8.457646
76,87129700000.0,16535823000.0,7.361862
77,86887880000.0,16938667000.0,5.611177
78,84772540000.0,17428107000.0,5.902415
79,84008220000.0,17959946000.0,7.16773
80,83334230000.0,18553586000.0,7.9175797
81,82217670000.0,19373201000.0,9.6513605
82,81998470000.0,20284040000.0,10.033023
83,80401460000.0,21213581000.0,10.11173
84,78919220000.0,22196267000.0,8.749436
85,77893610000.0,22819120000.0,8.196067
86,76944810000.0,23647107000.0,9.553849
87,78140220000.0,24588765000.0,7.916077
88,78691440000.0,25060657000.0,6.641674
89,79388050000.0,25778060000.0,7.1222644
90,81849200000.0,26286047000.0,7.1704817
91,84110310000.0,27303970000.0,8.782686
92,83073400000.0,28000475000.0,8.61818
93,83403500000.0,28739560000.0,7.129505
94,84785090000.0,29265543000.0,7.3650737
95,85990470000.0,29908042000.0,7.5581894
96,88293740000.0,30568421000.0,7.943248
97,88089510000.0,31554670000.0,8.973969
98,88866955000.0,32250495000.0,8.017259
99,90393880000.0,32826077000.0,7.606659
100,90594750000.0,33432566000.0,8.257609
101,89672190000.0,34120819000.0,7.440112
102,89329476000.0,34712433000.0,6.823778
103,92657750000.0,35562115000.0,7.265244
104,91632050000.0,36020765000.0,5.5328646
105,92883706000.0,36448900000.0,5.834084
106,94534680000.0,36928410000.0,5.929335
107,93186800000.0,37484450000.0,6.1841607
108,92210970000.0,38013170000.0,5.9316735
109,94161890000.0,38464440000.0,4.8515506
110,94334170000.0,38703677000.0,4.9655766
111,95623020000.0,39006392000.0,3.8483849
112,95714900000.0,39403704000.0,4.4903326
113,95803030000.0,40216216000.0,5.722524
114,94637050000.0,40989470000.0,7.438209
115,94043000000.0,41375650000.0,6.883719
116,93091406000.0,42074620000.0,6.270923
117,92554410000.0,42746982000.0,5.9807673
118,93159440000.0,43083880000.0,5.384617
119,92940220000.0,43484946000.0,3.5814018
120,93256150000.0,44027347000.0,4.0615993
121,92998760000.0,44280600000.0,4.0454464
122,94718440000.0,44762186000.0,4.3072586
123,93925335000.0,45276060000.0,5.4102006
124,93561405000.0,45701546000.0,5.539043
125,94641000000.0,46369616000.0,4.9927998
126,95131690000.0,46794346000.0,5.525121
127,96922120000.0,47660462000.0,6.138289
