SnapNo,Mgas,Mstar,SFR
50,11745944000.0,1390573400.0,2.8440685
51,13139381000.0,1571320400.0,1.852041
52,16166321000.0,1695067800.0,1.6148497
53,19234232000.0,1837940700.0,1.4275428
54,23443890000.0,2043197700.0,2.0767474
55,25892830000.0,2567589400.0,4.3850064
56,24404140000.0,3017020000.0,4.45362
57,26712502000.0,3355303200.0,3.0818741
58,29103733000.0,3619410200.0,1.9622979
59,30662009000.0,3895485400.0,2.8993688
60,32745193000.0,4178454000.0,2.624115
61,35024933000.0,4418382000.0,2.4421217
62,36667050000.0,4733270000.0,3.753798
63,38446027000.0,5088244000.0,4.1315503
64,39625548000.0,5408824000.0,2.9164972
65,40032092000.0,5629133000.0,3.1053553
66,40558730000.0,5957172000.0,3.8008106
67,41444920000.0,6302273000.0,4.578096
68,42207818000.0,6821136400.0,4.789754
69,42913790000.0,7269258000.0,4.850997
70,44381774000.0,7790772000.0,4.1864166
71,45987983000.0,8208566300.0,4.302264
72,47763560000.0,8692521000.0,5.948506
73,49530330000.0,9215311000.0,5.309194
74,52514013000.0,9786590000.0,6.977943
75,59460235000.0,10280838000.0,5.60879
76,64487776000.0,10712269000.0,5.1719437
77,69211250000.0,11177159000.0,4.3732276
78,83318840000.0,11808782000.0,5.9491053
79,87164910000.0,12715931000.0,7.4632998
80,92875190000.0,13527274000.0,9.286296
81,100866610000.0,14509999000.0,7.286549
82,104602220000.0,15138842000.0,5.847545
83,106024690000.0,15531967000.0,4.396367
84,107541250000.0,16134216000.0,4.345328
85,109665310000.0,16292308000.0,5.103953
86,113543810000.0,16847629000.0,5.126587
87,119083160000.0,17408410000.0,4.6352983
88,125822590000.0,18413464000.0,5.664676
89,133969650000.0,20617753000.0,12.120856
90,126628930000.0,21705333000.0,12.615529
91,117360060000.0,24559852000.0,10.313138
92,114682230000.0,25823250000.0,13.361845
93,117294370000.0,26776367000.0,6.5716324
94,114760610000.0,27190122000.0,6.520662
95,114544935000.0,27556510000.0,4.748172
96,112028940000.0,27900054000.0,5.910042
97,109778470000.0,28566815000.0,7.053712
98,109543750000.0,29440444000.0,10.888467
99,112092360000.0,31282342000.0,9.847985
100,110962210000.0,32534440000.0,10.492703
101,112322520000.0,33542734000.0,10.256641
102,113640790000.0,34333000000.0,11.090159
103,114462810000.0,37619780000.0,9.6697
104,115291290000.0,38409564000.0,12.642191
105,115252440000.0,40077935000.0,14.094097
106,115566420000.0,41348830000.0,10.649928
107,114947700000.0,42381640000.0,12.690384
108,114466790000.0,43695247000.0,10.933393
109,113326604000.0,44854526000.0,12.025647
110,112882280000.0,45624320000.0,11.625459
111,114998630000.0,46747250000.0,11.587825
112,115109410000.0,47950740000.0,11.321483
113,115631010000.0,49156130000.0,11.146164
114,116592210000.0,50166890000.0,9.771269
115,116848840000.0,50889085000.0,11.830286
116,116320310000.0,52337074000.0,13.820443
117,118176310000.0,53712660000.0,12.190626
118,119233930000.0,54564516000.0,12.466047
119,120033540000.0,55788143000.0,11.596962
120,122195620000.0,57249268000.0,14.6537895
121,122154060000.0,58269245000.0,15.034679
122,122347170000.0,59753054000.0,12.568955
123,123161000000.0,60993847000.0,11.472835
124,123521245000.0,61874627000.0,13.049658
125,126286275000.0,63247490000.0,13.741973
126,128817316000.0,64300454000.0,13.730712
127,130578120000.0,65854992000.0,12.58982
