SnapNo,Mgas,Mstar,SFR
50,13802499000.0,1020011970.0,2.0313618
51,26178894000.0,1392587500.0,4.715421
52,29295960000.0,2169476000.0,7.4969387
53,34424690000.0,3085837600.0,6.2486
54,44095218000.0,3599943400.0,5.4435687
55,46029246000.0,4684985000.0,10.082456
56,47939640000.0,5518884000.0,8.343027
57,46845948000.0,6185383400.0,6.06086
58,45520953000.0,6682526700.0,5.4538984
59,47217738000.0,7193444400.0,3.6960762
60,47613116000.0,7899588600.0,6.024771
61,48813322000.0,8523604500.0,6.904484
62,52299070000.0,9135626000.0,6.557148
63,53776855000.0,9851357000.0,6.6786532
64,56457597000.0,10606891000.0,7.7355566
65,65957140000.0,11343944000.0,7.426809
66,73950370000.0,12108642000.0,10.337464
67,83558064000.0,12996740000.0,11.166439
68,95104160000.0,14365638000.0,14.351421
69,113409920000.0,16546838000.0,12.813519
70,117294020000.0,21088082000.0,22.772898
71,109898695000.0,21305455000.0,14.117651
72,118113020000.0,21922357000.0,8.932522
73,124139580000.0,22909114000.0,6.770325
74,134977780000.0,28070185000.0,6.1463013
75,134185255000.0,29346470000.0,13.454101
76,141084500000.0,36637614000.0,18.47013
77,145768320000.0,37843493000.0,14.176521
78,149053960000.0,39078980000.0,13.751651
79,151442780000.0,40247280000.0,15.057293
80,150672360000.0,41558220000.0,14.241921
81,150945760000.0,42751840000.0,14.531772
82,151862180000.0,44184535000.0,16.375698
83,154438200000.0,45717620000.0,17.908628
84,157268200000.0,47475016000.0,18.937037
85,161390030000.0,48819606000.0,18.550951
86,166070290000.0,50621400000.0,17.643957
87,169214030000.0,52713832000.0,21.553726
88,170339060000.0,54572630000.0,23.159851
89,176840150000.0,56970970000.0,18.661432
90,184217390000.0,58414460000.0,17.951982
91,188117990000.0,61233115000.0,23.987902
92,184202840000.0,63079653000.0,22.214516
93,179726780000.0,65901064000.0,22.491058
94,180244400000.0,67734800000.0,21.184368
95,180751100000.0,69143700000.0,15.499895
96,182802940000.0,69932605000.0,11.222543
97,184244240000.0,71686840000.0,13.499226
98,181405860000.0,74646580000.0,16.834194
99,179476150000.0,75948245000.0,15.38965
100,184865800000.0,77539205000.0,16.161633
101,183976700000.0,79192330000.0,20.801493
102,182564450000.0,80665780000.0,15.129289
103,180972500000.0,81989700000.0,16.45628
104,178418240000.0,83461550000.0,16.933666
105,177172320000.0,85133830000.0,18.360508
106,174596330000.0,86704070000.0,15.801294
107,174201180000.0,87862450000.0,12.518973
108,172424660000.0,89073115000.0,13.008927
109,170192290000.0,90173690000.0,12.606245
110,169860200000.0,90832800000.0,11.67202
111,167361600000.0,91920300000.0,12.498617
112,164944900000.0,92834930000.0,10.4506035
113,163205780000.0,93764700000.0,11.497447
114,160512330000.0,94964490000.0,11.438274
115,158227960000.0,95618470000.0,12.248906
116,156086060000.0,96804045000.0,12.213798
117,154311620000.0,97835830000.0,11.512321
118,153881310000.0,98521630000.0,10.224712
119,154826700000.0,99415745000.0,9.820456
120,156650200000.0,100250020000.0,9.648016
121,157187010000.0,100849370000.0,10.328006
122,156866280000.0,101847785000.0,10.666365
123,158241110000.0,103203900000.0,11.107808
124,157685500000.0,104048615000.0,13.42988
125,157928330000.0,105667690000.0,11.012085
126,149669770000.0,106248900000.0,10.265772
127,128841380000.0,107147624000.0,8.874095
