SnapNo,Mgas,Mstar,SFR
50,16205386000.0,1568808400.0,2.2753613
51,18359298000.0,1787841300.0,2.4090014
52,19023819000.0,1992868700.0,2.6212811
53,22258860000.0,2242547500.0,2.843064
54,22034026000.0,2647132400.0,3.8911066
55,62957347000.0,3685865500.0,11.006838
56,62753460000.0,4951237600.0,9.470616
57,54790760000.0,5774409000.0,6.7390203
58,63542630000.0,6506040300.0,4.2787786
59,63489960000.0,7568107500.0,5.025963
60,64761537000.0,8233746000.0,5.231054
61,72801580000.0,9738617000.0,9.562353
62,79996264000.0,11004060000.0,10.759829
63,84243005000.0,11876322000.0,9.4872
64,90246120000.0,13065000000.0,12.565576
65,92158026000.0,14364485000.0,14.508488
66,99685140000.0,16126218000.0,15.920103
67,110745860000.0,17376795000.0,14.606407
68,140306940000.0,20091510000.0,15.617821
69,147262490000.0,24017383000.0,23.04429
70,131040500000.0,23928281000.0,14.533051
71,143394010000.0,25516038000.0,13.543924
72,153889910000.0,29735418000.0,14.643211
73,155762660000.0,32978532000.0,14.834172
74,157188390000.0,38857210000.0,19.459929
75,159542170000.0,40501215000.0,19.0176
76,158650560000.0,41994826000.0,18.705418
77,158133500000.0,43503104000.0,18.113197
78,159234900000.0,45226340000.0,17.345642
79,159453170000.0,46812254000.0,20.66774
80,157988860000.0,48824197000.0,21.0345
81,159176130000.0,50814124000.0,23.102898
82,159844480000.0,52947292000.0,23.391102
83,161025820000.0,55267058000.0,22.27035
84,164037150000.0,57493240000.0,23.261786
85,165749690000.0,59066840000.0,21.861408
86,169360670000.0,61167354000.0,21.591368
87,171364380000.0,63319912000.0,21.815674
88,170802800000.0,64954920000.0,21.04992
89,170311350000.0,66865180000.0,18.128736
90,170641900000.0,68360462000.0,20.394163
91,177561830000.0,70688860000.0,19.48391
92,175466530000.0,72063280000.0,21.16064
93,172911510000.0,74343195000.0,20.1924
94,174869500000.0,76187520000.0,21.17788
95,179790090000.0,78101100000.0,25.615686
96,180996010000.0,80327830000.0,24.175226
97,180432570000.0,82723004000.0,21.376093
98,177862590000.0,84668270000.0,22.617243
99,177473290000.0,86609220000.0,19.803669
100,178002940000.0,89140250000.0,18.71289
101,177309550000.0,90795380000.0,16.391209
102,176513560000.0,92056240000.0,18.130781
103,172093230000.0,93870785000.0,17.272406
104,169976730000.0,96505090000.0,20.291462
105,167458670000.0,98459615000.0,17.341473
106,167709660000.0,100437590000.0,15.285868
107,168504820000.0,101421965000.0,15.521192
108,168108800000.0,103010060000.0,17.14136
109,164840260000.0,104871300000.0,20.441576
110,162056210000.0,106366060000.0,24.805523
111,162163800000.0,108839230000.0,21.46269
112,161191640000.0,110609520000.0,16.756851
113,163660190000.0,111789750000.0,13.19018
114,165324080000.0,112938290000.0,14.278996
115,165772330000.0,113812380000.0,13.549508
116,168033420000.0,115162800000.0,16.474642
117,169501690000.0,116666170000.0,13.336052
118,170729280000.0,117313815000.0,11.060949
119,175682570000.0,118348850000.0,13.890977
120,179331150000.0,119683110000.0,14.989072
121,179677180000.0,120841120000.0,14.831205
122,169265680000.0,122936115000.0,12.632001
123,153863910000.0,123678980000.0,10.289768
124,142784070000.0,124428010000.0,10.4529
125,129826955000.0,125244320000.0,9.653216
126,113825325000.0,125716370000.0,7.7735095
127,94960800000.0,126329210000.0,6.19447
