SnapNo,Mgas,Mstar,SFR
50,7416798700.0,474383360.0,0.6483432
51,9936151000.0,581641100.0,1.1131637
52,11771430000.0,702407940.0,1.436656
53,15447832000.0,920899140.0,2.3355038
54,16979070000.0,1171001100.0,2.1216025
55,20142030000.0,1341137300.0,1.7759699
56,20624077000.0,1514909800.0,1.9772618
57,51731485000.0,1805753500.0,2.3772202
58,66265694000.0,3859715000.0,11.0681925
59,68797950000.0,4560108000.0,8.439178
60,73411520000.0,6223421000.0,11.576103
61,84408380000.0,7879318000.0,14.004446
62,90658290000.0,9310644000.0,11.672958
63,101663300000.0,10416952000.0,9.624891
64,112219320000.0,12746013000.0,16.68456
65,113123164000.0,14404026000.0,13.464394
66,119868310000.0,15373300000.0,9.249403
67,129791690000.0,17201037000.0,10.0851555
68,136822390000.0,18457852000.0,11.9323015
69,151745540000.0,20867434000.0,15.34596
70,151636340000.0,24243808000.0,24.675472
71,149695450000.0,26099266000.0,22.005577
72,150113900000.0,27945003000.0,14.317022
73,154950140000.0,29350160000.0,12.587861
74,157657350000.0,30757364000.0,9.965042
75,157710660000.0,35034833000.0,14.518489
76,159845800000.0,39048490000.0,21.95217
77,160596510000.0,40266730000.0,15.436522
78,158738220000.0,41680187000.0,14.8802395
79,157686000000.0,43018875000.0,16.434786
80,154493600000.0,44413354000.0,14.033966
81,155693740000.0,45928534000.0,13.524313
82,154284430000.0,47161463000.0,13.865134
83,152873580000.0,48387817000.0,14.000845
84,152686510000.0,50031923000.0,17.343151
85,151954360000.0,51603513000.0,13.938218
86,153670010000.0,52634268000.0,12.518097
87,152697130000.0,53797663000.0,12.457839
88,151338780000.0,54650565000.0,11.577596
89,149636060000.0,55602004000.0,11.423826
90,149416790000.0,56563310000.0,11.803959
91,153416800000.0,57564054000.0,9.430691
92,158309200000.0,58417680000.0,10.431675
93,162031350000.0,59896123000.0,13.70134
94,164738200000.0,60861346000.0,11.626489
95,167482000000.0,61576520000.0,10.898984
96,172868350000.0,62657016000.0,11.398609
97,177395880000.0,64213200000.0,13.766391
98,182158410000.0,65532560000.0,14.384027
99,184283960000.0,66787000000.0,13.483097
100,185926470000.0,67640240000.0,10.986303
101,188168720000.0,68818250000.0,13.6175375
102,189119970000.0,70204530000.0,16.163954
103,187236500000.0,71682400000.0,15.474473
104,186685700000.0,72963195000.0,13.631262
105,185954220000.0,73964356000.0,11.790686
106,183545660000.0,74943370000.0,11.245441
107,179370160000.0,75861980000.0,10.846034
108,174356700000.0,76788730000.0,10.398126
109,175195000000.0,78423230000.0,10.489594
110,172819560000.0,79002214000.0,10.6897135
111,172226850000.0,79679950000.0,7.1144123
112,170864840000.0,80170050000.0,7.0744495
113,169556890000.0,80636130000.0,7.214801
114,167833010000.0,81208705000.0,7.000643
115,168325480000.0,81797980000.0,7.6687574
116,167440200000.0,82822970000.0,9.283431
117,166998850000.0,83865930000.0,10.150788
118,165024040000.0,84289870000.0,9.67841
119,167396540000.0,85692290000.0,8.97954
120,171701760000.0,87595205000.0,8.565536
121,173939650000.0,88370676000.0,8.592218
122,164346630000.0,89223995000.0,8.868969
123,146695210000.0,90476230000.0,8.904832
124,127241450000.0,91378210000.0,7.9375196
125,100064260000.0,93040180000.0,6.6136513
126,89423180000.0,93210440000.0,5.770875
127,80386100000.0,93982695000.0,4.7121353
