SnapNo,Mgas,Mstar,SFR
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,9134609000.0,490413060.0,1.6577067
53,8893744000.0,610621760.0,0.9376908
54,9848110000.0,705024300.0,0.90935844
55,10721626000.0,795958100.0,0.8721679
56,12882371000.0,856772540.0,0.6294871
57,0.0,0.0,0.0
58,17615933000.0,1166236500.0,2.623999
59,18505495000.0,1459709800.0,1.8553401
60,0.0,0.0,0.0
61,27169976000.0,1717887500.0,1.531182
62,37629740000.0,2244717800.0,3.7775245
63,38409626000.0,2728078300.0,5.1360607
64,42744090000.0,3240560600.0,4.7718115
65,49947566000.0,3703249000.0,4.552324
66,54992306000.0,3979079000.0,2.232504
67,59493798000.0,4126286800.0,2.260453
68,64734523000.0,4406071000.0,2.7524264
69,73361646000.0,4648275500.0,2.8230097
70,80297700000.0,5224776000.0,5.3845615
71,95784010000.0,5915959000.0,5.9517365
72,117073396000.0,9935477000.0,14.928527
73,127167540000.0,13034375000.0,20.396156
74,111958430000.0,16358137000.0,30.098454
75,109322340000.0,18116835000.0,11.359211
76,114825630000.0,18661757000.0,6.320699
77,126704640000.0,19228983000.0,4.5119395
78,135868735000.0,20058380000.0,4.277736
79,145472180000.0,22719928000.0,8.158928
80,150414690000.0,24341742000.0,17.46429
81,152581400000.0,25858505000.0,13.253063
82,155508060000.0,27157588000.0,15.533205
83,159682580000.0,28614818000.0,13.47037
84,168420870000.0,29977946000.0,12.63076
85,171142170000.0,31010654000.0,13.368779
86,169738270000.0,33405358000.0,29.962126
87,162316630000.0,36300540000.0,18.675169
88,164409110000.0,38279320000.0,14.550106
89,163279600000.0,39333320000.0,12.208138
90,160178180000.0,40064200000.0,10.016119
91,159666260000.0,40965050000.0,9.098382
92,161232910000.0,41706324000.0,9.4086485
93,162870080000.0,43172143000.0,12.074792
94,168040600000.0,44118962000.0,12.416271
95,172772260000.0,45899190000.0,14.927703
96,172121360000.0,46914314000.0,13.45448
97,175590400000.0,48502215000.0,14.043166
98,179183700000.0,50160144000.0,17.261095
99,182356030000.0,51977500000.0,17.073147
100,183550410000.0,54100130000.0,20.308432
101,184149340000.0,56636960000.0,20.95265
102,184891330000.0,59221496000.0,21.441523
103,186716590000.0,61538583000.0,17.91623
104,186297880000.0,63180136000.0,15.179191
105,184553060000.0,64645250000.0,13.707158
106,185270220000.0,65955656000.0,13.100862
107,185112230000.0,67262337000.0,13.262708
108,185953220000.0,69028570000.0,14.046518
109,181838020000.0,70220800000.0,13.334915
110,181028720000.0,71057210000.0,14.843726
111,179368130000.0,72716810000.0,17.330694
112,178888740000.0,74507280000.0,15.99493
113,180047000000.0,76088705000.0,15.578003
114,181323660000.0,77395485000.0,13.618266
115,181649200000.0,78308114000.0,12.347447
116,181985980000.0,79434970000.0,12.929402
117,180328900000.0,80721560000.0,12.784534
118,178965300000.0,81503300000.0,11.8249855
119,178471440000.0,82551560000.0,10.200733
120,177371190000.0,83306220000.0,7.889499
121,177216420000.0,83720405000.0,7.0684133
122,178882850000.0,84222070000.0,5.7068267
123,179361090000.0,85031150000.0,8.418115
124,179024790000.0,85612470000.0,8.604322
125,180498860000.0,86471320000.0,8.2477455
126,182298700000.0,87150060000.0,8.788852
127,183907340000.0,87961860000.0,9.3217325
