SnapNo,Mgas,Mstar,SFR
50,7012505600.0,550822900.0,0.9744484
51,9120672000.0,616631740.0,0.7471555
52,10852667000.0,672506900.0,0.750397
53,11536800000.0,744939000.0,1.0130465
54,12481034000.0,828539260.0,0.8742528
55,13511235000.0,910824640.0,0.8075537
56,14491853000.0,1007941300.0,1.3953941
57,14810108000.0,1142705000.0,1.5408022
58,15344272000.0,1297167500.0,1.3071784
59,15172950000.0,1505250400.0,1.4934053
60,15542301000.0,1617028700.0,1.1092358
61,16111029000.0,1714476700.0,1.0025611
62,15950334000.0,1786840700.0,0.8403774
63,13401952000.0,1834643500.0,0.72584015
64,13368015000.0,1900279300.0,0.75077605
65,22734803000.0,1959234800.0,0.6178103
66,34055530000.0,2024108700.0,0.5601273
67,23473211000.0,2067158400.0,1.3196493
68,24072018000.0,2187825700.0,1.3349361
69,46849120000.0,2704267800.0,2.4161706
70,49934080000.0,3211972600.0,2.4448402
71,51054850000.0,3400810800.0,2.5454795
72,55110558000.0,3706218000.0,2.099392
73,57002017000.0,3871751200.0,1.9157964
74,63807790000.0,4454084000.0,2.71487
75,68401940000.0,5508467700.0,3.1926732
76,72251154000.0,6421535000.0,4.8401318
77,76708405000.0,6932538000.0,5.0897737
78,86835880000.0,7851307000.0,5.059949
79,92804825000.0,9374541000.0,6.5046263
80,90168020000.0,9758330000.0,6.6910987
81,91662040000.0,10564133000.0,6.1059074
82,92331060000.0,10843065000.0,4.7689424
83,99084880000.0,11393788000.0,4.608033
84,110816480000.0,16209692000.0,8.998284
85,108922380000.0,15943718000.0,7.3268805
86,109143710000.0,17751304000.0,10.087472
87,107806190000.0,19035355000.0,12.120933
88,107946760000.0,19900040000.0,9.733313
89,106630290000.0,20781360000.0,7.8779593
90,106075140000.0,21361304000.0,7.945862
91,104701534000.0,22179730000.0,7.6790624
92,104471580000.0,22734731000.0,6.7749505
93,103806616000.0,23529056000.0,8.218068
94,103690100000.0,24103440000.0,6.6997194
95,103155720000.0,24601655000.0,6.2346377
96,102025120000.0,25114317000.0,6.5744944
97,102029070000.0,25790362000.0,5.821771
98,100119675000.0,26243457000.0,6.0493503
99,99713310000.0,26803194000.0,6.566815
100,98964120000.0,27392582000.0,6.7126164
101,98737320000.0,28003217000.0,6.5156455
102,100129070000.0,28635818000.0,6.569371
103,99099370000.0,29293748000.0,7.3354473
104,96841564000.0,30025484000.0,7.704586
105,95620325000.0,30678133000.0,7.10444
106,94556560000.0,31300172000.0,6.9119506
107,94098310000.0,31823200000.0,5.7924924
108,92638530000.0,32410907000.0,6.795595
109,91006180000.0,33109131000.0,6.867395
110,90584770000.0,33488855000.0,6.500788
111,89936980000.0,34261096000.0,7.982735
112,89527660000.0,35119366000.0,7.524164
113,90139845000.0,35804234000.0,5.836659
114,90570870000.0,36346647000.0,6.2392383
115,91218730000.0,36805120000.0,7.1196375
116,90767475000.0,37514900000.0,7.5839705
117,89543795000.0,38355915000.0,8.410275
118,88380590000.0,38976340000.0,8.234434
119,89114395000.0,39828540000.0,7.655706
120,87858640000.0,40747856000.0,8.320332
121,88035390000.0,41369866000.0,8.157974
122,90213286000.0,42282220000.0,8.929585
123,89690180000.0,43331867000.0,8.98284
124,89595440000.0,43935980000.0,8.118946
125,88502590000.0,44948900000.0,10.142469
126,87419560000.0,45661920000.0,8.51445
127,85668150000.0,46445912000.0,7.1392136
