# TotalGas TotalStar DiscGas DiscColdGas SFGas DiscStar
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
nan nan nan nan nan nan
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.231518592452630401e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.718817220535129309e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.090180107392370701e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.365764034446328878e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.937135571613907814e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.091040903702378273e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.806887798011302948e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.437197788618505001e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.013402059674263000e-03 6.027527888363692909e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.997182473540306091e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.571742542088031769e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.022675260901451111e-02 4.147253275732509792e-05 1.951872945937793702e-05 0.000000000000000000e+00 1.951872945937793702e-05 0.000000000000000000e+00
1.154821924865245819e-02 2.532203870941884816e-05 2.312517426616977900e-05 1.663688453845679760e-05 2.312517426616977900e-05 0.000000000000000000e+00
1.341964397579431534e-02 4.570206510834395885e-05 3.460899461060762405e-05 0.000000000000000000e+00 3.460899461060762405e-05 0.000000000000000000e+00
2.505442872643470764e-02 7.811434625182300806e-05 1.459502527723088861e-04 0.000000000000000000e+00 1.459502527723088861e-04 1.571993198012933135e-05
3.543441370129585266e-02 2.515106752980500460e-04 3.308555751573294401e-04 0.000000000000000000e+00 3.308555751573294401e-04 2.995357499457895756e-05
5.161575227975845337e-02 4.751976521220058203e-04 1.019572606310248375e-03 0.000000000000000000e+00 1.019572606310248375e-03 8.323002111865207553e-05
6.032169610261917114e-02 8.913478814065456390e-04 1.300860894843935966e-03 0.000000000000000000e+00 1.300860894843935966e-03 1.230485358973965049e-04
7.034794986248016357e-02 1.329267513938248158e-03 1.774500706233084202e-03 0.000000000000000000e+00 1.774500706233084202e-03 2.960167767014354467e-04
8.832864463329315186e-02 1.816062722355127335e-03 1.675485866144299507e-03 0.000000000000000000e+00 1.675485866144299507e-03 3.408050106372684240e-04
1.557217538356781006e-01 2.333241514861583710e-03 3.016874659806489944e-03 0.000000000000000000e+00 3.016874659806489944e-03 6.218877970241010189e-04
1.968118846416473389e-01 3.615320194512605667e-03 4.577158018946647644e-03 0.000000000000000000e+00 4.577158018946647644e-03 8.294878061860799789e-04
1.211237907409667969e-01 1.291399821639060974e-03 3.930793143808841705e-03 0.000000000000000000e+00 3.930793143808841705e-03 2.572857774794101715e-04
2.768711447715759277e-01 7.405593991279602051e-03 8.808908984065055847e-03 0.000000000000000000e+00 8.808908984065055847e-03 2.093772869557142258e-03
